,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
263,20,"text1: Lol love writing emails back to people who have submitted their work for my blog but also feel like such an impostor like I'm not a big deal y'all (at least, yet) 😂

text2: Elvia: You're the impostor. Me: I'M the impostor?!

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
264,120,"text1: Just watched a 13 min video on how to make your jk mattel doll into jk's lotte concert look slsjdhdkld it was so satisfying 😍🤭

text2: I join first concert in bangbangcon! But if we count lotte world and tiny desk concert and todays concert this is gonna be my 4th concert!! 🤧💜

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
265,303,"text1: Trump fans: Obama's supporters are primo tax return

text2: T-day dinner = grilled cheese sandwich w/ bacon &amp; tomato. Pink Floyd (Two Suns in the Sunset/The Final Cut) &amp; primo weed. This may be the best Thanksgiving day ever! 🦃🤙

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,b
266,124,"text1: I'm stuck between going to lotte world tomorrow and living it up, or yolo'ing to Busan this weekend and see if I can get a ticket for Princess Aya, lol. Don't have money to do both 🤧

text2: wait omg the lotte concert is bh fam concert???

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,b,a,b
267,212,"text1: I want a recount @BETAwards Lizzo shouldn't have won

text2: Enough potential fraudulent ballots identified to change outcome in WI. AZ margin is now only 400-500 votes above automatic recount, and there's a lawsuit there over 180 ballots that state admitted was wrong. If we could flip WI and AZ, throw out secret PA votes, DJT wins

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,b
268,80,"text1: Well today has been a thoroughly humbling experience as a software engineer. It's not impostor syndrome if people literally think you're a shitty engineer right?

text2: Most days I have impostor syndrome about my anxiety being a real disability. Like, somebody obviously made a mistake and I should just suck it up. Then I remember I tried to check the mail last night and somebody was out walking their dog so I still haven't been outside since.

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,b
269,0,"text1: impostor syndrome hitting real hard today lmao :/

text2: good morning everyone except this impostor syndrome that decided to float around this cursed project that needed to be revised for a million times.

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,b,a,a
270,316,"text1: What am I excited about today? I found a banging donut shop by my new office. Kolaches are amazing. Donuts are primo.

text2: they were beyond ooobenblief they were primo efficient to a man. they were stuyvestant smoking they were the reformation spring and everybody in the world turned reformation blue

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,b,a,b
271,216,"text1: Every vote counts as demonstrated by the Mt. Clemens Commission results which may be headed for a recount http://18.221.153.194/m27/17.html

text2: What is the point in a second Georgia recount if Biden has 270 electoral college votes with/without it, asking for a friend

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,b
272,102,"text1: Hope lotte open beside my workplace ~June 2020 in Changi airport!

text2: I'm patiently waiting for that lotte duty free concert photos to be uploaded on @bts_bighit and am still waiting for idol performance photo.... 🙂

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,a,a,a,a
273,256,"text1: Verona Murphy has congratulated George Lawlor and confirms she won't be seeking a recount in #Wexford after just 71 votes separated the two candidates #iestaff via @Elaine_Loughlin

text2: Trump don't need a recount he just has to prove the fraud! That's the easy part! @realDonaldTrump

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,b,a,a
274,268,"text1: How in the hell the tree win? Who's voting? I demand a recount #TheMaskedSinger

text2: I'll say this one last damn time....must be a god damn audit!!!!!!!!!!!! No recount. Must be an audit.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
275,132,"text1: i bought the latelier perfume last week when they had the pop up in lotte and i won a free cica foundation on a lucky draw but i dont think the foundation shade matches me so hmmm do i do a giveaway or sell it

text2: does anyone have that pic of no air kevin in a green jacket??? its an airport pic,, not the lotte world one

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,b,b,b,a,b
276,186,"text1: 27th oct gonna be a very hectic day bcs we're gonna queue for merch and gonna enter event zone and i need to get ready to enter the stadium and they'll be going to cinema. and the next day we're going to lotte world oh god let me breathe

text2: yoongi and jk harmonizing the best lotte of make it right live

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,b,b,a,b
277,98,"text1: litr me and my sister were talking abt this the other day but his lotte performance hair was the peak

text2: i'm soo sad i couldn't watch the lotte duty free concert bc of school 😔😠but i have watched the bangbangcon, bangbangcon the live and map of the soul on:e

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
278,154,"text1: My classmate is so sweet because she gave me a lotte duty free brochure of bangtan 🥰🥺

text2: anyone got a link 4 the full lotte concert?

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,a,a,a,b
279,314,"text1: My ass was truly 13-16 when it aired. That was my primo emo/indie puberty years

text2: About to put a few down with my primo @nickg676

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,b
280,235,"text1: Really hope this recount that Matt Bevin is insisting on shows even more votes for Beshear

text2: Trump's PAC spent $3m on his Wisconsin recount. Result? 132 more votes for Biden. That works out to $22,727.27 per vote. Well done, donors!

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,b,b,b,a,a,b
281,201,"text1: Per @JimKinney413, Mike McCabe has conceded in #WestfieldMA mayor's race. Apparently, McCabe thought a recount was automatic (it's not) and opted against forcing one.

text2: Al Gore won the popular vote and lost the EC. He demanded a recount in one state for cause and lost. Hillary won the PV and lost the EC. She conceded graciously the next day. Trump lost BOTH the PV and the EC. No evidence of fraud in 6 states. Explain why he has a shot.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,a,a,a
282,190,"text1: i watched that lotte world run episode again and now i want to go back and ride french revolution it was so much fun :(

text2: Dude I still haven't recovered from lotte family I'm half asleep how do I even react to be?

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,b,b,a,a,a
283,386,"text1: everytime krimi sends me primo pics i cry a little

text2: Free will explored without ostentatious naming of philosophers with clarifying examples: multiple scenarios @WestworldHBO esp S3E5 Also primo sound track (incl subtle cover of Space Oddity)

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,b,a,b
284,240,"text1: count the money then recount it cause it bring a lot a joy

text2: imagine firing several people because they claimed there was no voting fraud so an ignorant toddler asked to recount some states in order to receive a different outcome in the election.. oh wait @realDonaldTrump

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
285,105,"text1: lotte mart, walmart -&gt; lontemart, wholemart

text2: La performance de bangtan en el lotte duty free family concert &gt; toda.

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,a,a,a,b
286,259,"text1: The Acting Minister of Defense Asadullah Khalid on Saturday warned that Afghan military forces will not allow individuals to erupt violence due to their disagreements over vote recount process.

text2: Shit, at this point I'd consider chipping in for another recount just to see his fucking ass lose again. #SoMuchLosing #ByeDon #YoureFired45

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,a,b,a,a,b
287,156,"text1: October is the month of being horny for vampires on main and now i can't stop thinking about the vampires in lotte world

text2: The lotte duty free concert was so short💔

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,b,a,a,a,b
288,7,"text1: a impostor in your shell but this butt puerile was my reversal oh let me be your hut

text2: Why play among us when you can feel like the impostor everyday in medical school.

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,b,a,b
289,243,"text1: The real question...is Matt Bevin going to demand a recount after last night's Kentucky game? #BBN #kentuckyelections

text2: Trump spent $3M on Wisconsin recount but Biden picked up 132 more votes.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
290,117,"text1: Going lotte world instead of airport for iKON We call this progress

text2: ive just seen the lotte duty free bts add and,,, so cute :((

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,a,b,a,b
291,193,"text1: I wanngo ggcon but in that day for buy tickets 16 I have to go lotte world with my friends 😭 .. maybe i will not go? A fan meet...

text2: wait lotte concert happened alreasy???

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
292,12,"text1: I keep going back and forth between feeling like an impostor and feeling like a goddess. Can't wait to see how I feel in an hour!

text2: When will this our photoshop president address us live,his silence is a confirmation that he is an impostor. @Buhari must go

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
293,1,"text1: Had my coffee with a splash of impostor syndrome this am: Manifested as my 3rd grade teacher who watched as my little English language learning self struggled in front of the whole class spelling words like ""friend"" and ""neighbor"" on the blackboard. Those words? Really? So petty.

text2: I have out of this world impostor reads but I never act on them

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,b,a,a,a,a
294,217,"text1: #Boston we do not fully have the results for City Councilor At-large election. Please stop by JP office (Jackson Sq) or Dudley Sq office to sign the petition for recount. please understand this was 10 (!!!) votes difference, so every single vote counts!!! #BosPoli @astguillen

text2: GA recount: Getting reports from observers in our county elections office that local GOP has been reinforcing their brand as Entitled A**holes. Start time supposed to be 10 AM. Elections manager rearranged room to make it easier on monitors to see process.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
295,46,"text1: Wow!! An impostor right in front if them. # theRookie

text2: so who's the impostor???

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,b,a,a
296,194,"text1: ...myeongdong shopping, café tajagi, yongsan district, chicken and beer, rooftop hangs, americano x manjoo, lotte duty free, kangol, tacobell, SUGAR by brockhampton, dean ig live...

text2: let me go rewatch the lotte performances I was little too delirious when I watched it at 4am

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
297,218,"text1: I'm mad as hell.. so the Republican candidate for Governor loses, and instead of conceding, he's crying like a baby, and no recount .. the Kentucky general Assembly might pick the winner🤬🤬you know someone will get paid large sums to say Bevin is the winner,nothing is sacred

text2: I want a recount of the so-called million racist March.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
298,232,"text1: FWIW: The campaign of Daniel Davis Clayton, who missed the #HD100 special election runoff by five votes Tuesday, says he's still considering whether to ask for a recount. #txlege

text2: Forget the recount. A good old fashioned 3 legged race will do

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
299,197,"text1: I'm a precinct judge with our county Board of Elections. We use paper ballots which are sent through a M100 (scantron like device) for counting. All of our ballots are preserved. If there's an issue, we go get the paper ballots and recount. Our counts are exact - every time.

text2: So the Trump campaign paid $3 million for a recount in Milwaukee and Madison. The Milwaukee recount just concluded... and Joe Biden's lead *grew* by 132 votes, per @PostRoz.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,a
300,277,"text1: Hearing the Counsel recount tings Trump says in a monotone and formal voice is so funny and sad. His diction is so unpresidential and idiotic my god.

text2: REPUBLICANS Senate &amp; House reps. had best get behind President Trump and the recount he's the reason you all are in your jobs #TRUMP2024

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,a,a,b
301,82,"text1: Why will u not believe Buhari is getting married tomorrow, when u took your bath with salt water against Ebola. You even went further to believe Jubril El Sudani is the impostor President. I expect u to be shouting Jubril is getting married and not Buhari. Clowns everywhere😂

text2: it's always “who is the impostor” never “how is the impostor”😔

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,b,a,b
302,33,"text1: Rev. Wallis. I believe the anti-Christ is here. He looks like Jesus, sounds like Jesus but isn't Jesus. He's a hate filled, racist, intolerant impostor that millions follow thinking he is Jesus. What say you? @cspanwj

text2: A relationship should be 50/50. He calls me the impostor and I get to vote him off.

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,b
303,23,"text1: Please I need a confirmation about Donald Trump sold military wares to the impostor president in Nigeria, in order to kill Christian and Jews.Nigeria government is a terrorist state for God's sake

text2: It's ✨impostor✨ not imposter

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
304,343,"text1: Rest easy primo we still Flexin on em!

text2: It's a Saenz thing 💁🏼‍♀️ ok primo

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,a
305,291,"text1: We were robbed! @Andy should have won! Wait, I'm from Kentucky, should I demand a recount! #byebyebevin

text2: Sooo Georgia did a recount and Trump still lost 🤣🤣🤣🤣

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
306,381,"text1: Rip Juanito you will be missed primo, Tonight I raise my glass to you 🥃🙌🏼

text2: This is the first thanksgiving I'm spending with my primo/as and I'm so excited

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,b,a,a,a
307,356,"text1: my cousin just said my tattoo wasn't “real art” FOH primo u annoying 🙄

text2: Once I had a girl come by jaimes Mexican hacienda and we went out in the nicest summer nights in the deck and their were oak trees and while we were smoking a huge owl 🦉 fly's right at us and primo said it was a sign from the great spirit “la chusa” the guardian she ended up bad

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,b,b,b,a,b
308,261,"text1: Even if the reports of election fraud were true, given that Bolivia is a democracy that holds elections, why do you think the only option here was a military coup. Why wouldn't their lawyers go through their legal system, call for a recount?

text2: Am I wrong about this? But I think if Trump wins all the states that are demanding a recount Biden will still have over 270 votes.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,a,b,a,a,a,b
309,184,"text1: Me: goes to lotte mall and spends 5,000 won at lotteria 🍔🍟 Jin: goes to lotte mall to visit Balenciaga 💰💰 Me &amp; Jin: visits Line Friends 🤝 🤣😂

text2: i couldn't watch lotte family concert and i'm sick and i feel like i've missed so much and now i feel extra sad and 😭😭😭

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
310,92,"text1: Cure for impostor syndrome: realising that a big part of expertise is knowing that you don't know the answer, instead of thinking that you do.

text2: fuck fuck fuck impostor syndrome is here. goddammit why can't i draw without reference i hate it

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,b,b,a,b,a,b
311,238,"text1: Even tho @AndyBeshearKY won KY Govenor race tonight @MattBevin will ""request"" a recount and try to ""dismiss"" votes that went to Beshear

text2: Inbox: President Donald J. Trump's re-election campaign filed a lawsuit to the Wisconsin Supreme Court following the campaign's requested recount to uncover fraud and abuse that irrefutably altered the outcome of this election.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,b
312,177,"text1: i also watched their lotte world run bts ep sdkskdk im jimin when it comes to riding that pirate ship 💀

text2: OMG i just recently watched @BTS_twt lotte duttt free family concert and im totally loving their white and blue clothes, they're so freacking gorg 😍

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,b
313,210,"text1: I mean, I KNOW there's gonna be a recount...

text2: This irregular mail in ballot is the culprit, we Trump supporters dam and a recount. Trump stays in the white house until new results.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,a
314,180,"text1: going to lotte world tomorrow!! can't wait to experience all the halloween stuff eeeee :D

text2: finallyyy we're back in the city, I can now watch the lotte concert 😭

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,b
315,167,"text1: Does anyone know what floor of lotte plaza I can find ikon goods?

text2: ive only been to everland but i wanna go to lotte world too

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,a,b,a,a,a,b
316,278,"text1: Remember when Jill Stein took millions of dollars from people to recount votes and then kept it and didn't do anything with it? She truly went sicko mode

text2: Just saw a chitterlings egg roll. Maybe we do need a recount.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,a,a,b
317,114,"text1: to be completely honest i haven't watched a full run episode in one sitting since lotte world

text2: rewatching the lotte family concert and i cant get over txt ‘s performance

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
318,239,"text1: also can we discuss how like i saw a very pretty boy tonight and if he doesn't turn out to be my soul mate i want a recount and a refund all in one transaction pls and thank u sir and madam

text2: So Donald Trump lost GA on election day. Then had the vote audited and still lost. Now he wants a recount that every expert says will still result in him losing. I swear, GA going blue is like waiting for a bus. You wait for ages for one to come along, then three show up at once.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,a,a,a
319,242,"text1: So FMA is the number 1 anime but SDS ain't even make the list? I needs a recount of votes

text2: As the American electoral drama plays out, I become increasingly suspicious that a monumental swindle is in progress. The only reassurance I and other Americans can have is that a radically transparent recount is conducted.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,a,a,a
320,252,"text1: Someone just told me that KY law says if Bevin wants a recount? HE has to pay for it! Now ain't THAT some fun news for the little whiner! He lost...show some dignity dude.

text2: Go ahead and recount. There was probably voter fraud so go ahead and catch people who committed it. It is a crime. I, however, do not believe it was widespread enough to effect the results of the election we have now.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
321,152,"text1: kesetrum pencetan lift lotte mart bgzd

text2: lets be honest... jungkook knows what makes us horny and he's using it against us..... pied piper... lotte 2019.... mots on:e...

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,b,a,b,a,b,a,b
322,175,"text1: finally home after a day at lotte world with my kids and i'm so dead hhhhhhh

text2: the lotte duty free concert was last night??? on god idk what's going on anymore i give up

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,a,b,b,a,a,a
323,339,"text1: This war of Mine, il gameplay del primo raid, Operazione Cuor.

text2: my primo always tells me he loves me more 😭😭 and that's why i am forever grateful for my family

word: primo",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,b,a,a,b,a,a,a,b
324,236,"text1: Everyone celebrating Kentucky governor race when you know the Republican won't concede even after a recount. Expect the most repugnant strategy, tactics, and messaging that they're already planning.

text2: Still waiting for @GovKemp to explain why taxpayers have to pay for another recount....

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,b,a,a,b
325,149,"text1: is chanyeol decorating his snoopy statue for lotte museum???

text2: where can i watch the lotte concert 🥺💗

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
326,192,"text1: i think lotte family concert is the best visuals so far

text2: bts tocando black swan no lotte duty free concert oooooooh que sabor

word: lotte",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,b,b,a,a
327,13,"text1: I can't wait to see british impostor Bill again

text2: the real impostor is these hands dumb bitch

word: impostor",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,b,a,a,a,b
328,286,"text1: If Andy Beshear hangs on through a recount, it will almost certainly turn out to be because unapologetically biased Beshear voters rigged the election by voting for him.

text2: All the extra hoops Georgia Republicans put into the voting process is the thing that is making it hard for Trump to invalidate the recount.

word: recount",Same,"
    
If a linguist considered the word above in text1 and text2, would she consider the meaning of this word to be the
A: Same
B: Different

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,a,a,a,a,a,b
