,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-003,q_chatgpt
386,39856,i want to feel only her and in return i want her to forget everything else and feel what caring for someone really is that she can let go as well and let me take care of her for a change,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,e,e
387,340417,i really hope that this new experience will open doors for me and allow me to find success in something that i feel so passionate about as well as inspire me to share new stories and insights on my blog with my readers,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,c,c,e,c,a,a,a,a,c
388,384584,i feel so accepted here,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,c,e,a,a,a,a,c
389,187209,i am really looking forward to feel like in europe again although somehow i m fond of this place,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,c,e,e,e,a,a,a,a,c
390,339685,i am feeling hobbit y and fond i am offering presents,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,c,e,e,e,a,a,a,a,c
391,347123,i feel a lot of pain in longing,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,d,d,d,d,d,a,a,a,d,d
392,336873,i felt some discomfort on my side for the rest of the day and it still feels a little tender now,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,d,d,d,d,d,a,a,a,d,f
393,210333,i do feel the stance of just being too delicate for society is very much dependent on someone else doing the housework and looking after the children,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,d,d,d,d,d,a,a,a,a,f
394,238128,i feel a supportive person would say you are in love with this person they are all around good except for the minor issues same with you go home,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,c,e,e,e,e,e,a,a,a,e,e
395,196269,i hate that i feel that we are on a delicate schedule with very little wiggle room,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,a,b,b,d,a,b,a,a,a,a,a
396,187268,im not sure how i feel about them yet the concealer brush is lovely but i find the powder brush is a little dry and irritates my skin at times,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,a,f,d,a,f,c,b,a,a,d
397,315076,i could feel i immediately liked him as we talked along the way to his brown mazda,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,e,c
398,260802,i feel for not caring for it but then i argue with myself that it would be the second blog i ve abandoned in six months and that i d be removing my forum for personal voice,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,a,b,d,d,d,a,a,a,a,d
399,97066,i initially thought that the lower your churn rate is the tougher it will feel for you to offer generous grandfathering,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,a,a,f,a,a,a,a,a,a,f
400,243973,i brought to his attention tonight is i don t feel that he is very considerate,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,b,e,b,b,e,a,a,a,a,b
401,340281,i feel really horny and ready to cum like crazy squirter for you,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,a,f
402,47557,i got online to post something about tonights episode but i read my friends page first and now im feeling all affectionate toward you guys,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,e,e
403,314264,i got a feeling that he liked rabbits,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,a,f
404,125003,i store all my appointments and meetings and various schedules in my cellphone calendar every few days i come across a half hour appointment sometimes an hour if i am feeling really self loving,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,e,f
405,233394,i like having the data and love my garmin but i also do a lot of training by feel which means that you lovely and patient reader sometimes get to slog through a paragraph about my run in the park to get to the point,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,c,e,d,e,a,a,a,e,c
406,304007,i was feeling and after a cup of hot cocoa i began to imagine that everything would very probably be all right,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,c,c,d,c,c,a,a,a,a,c
407,45293,i feel that any reason or capability i have of truly loving those around me is because of how god has loved me,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,c,e,e,e,e,e,a,a,a,e,e
408,44179,i didnt feel like this and longing for my very own a href http www,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,d,e,a,a,a,a,d
409,338179,i had to have a blood test yesterday so perhaps im feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,a,a,e,e,a,a,a,a,f
410,78349,i really like that feeling so i am loyal to it practice it,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,e,e,a,a,a,e,c
411,206605,i never thought i would fall for the idea of love again no im not in love but i feel myself slowly falling into the idea of love and its delicate fingers wrap themselves around my mind and my heart,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,e,e,e,e,e,e,a,a,a,e,e
412,385940,i feel like supporting,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,e,c,e,a,a,a,a,d
413,219716,i feel about reading and supporting others in the writing and reading community jamboree,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,c,c,c,e,a,a,a,a,c
414,135603,i was still feeling tender and did not try any,E,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",e,b,e,e,d,d,d,a,a,a,d,d
415,402498,i am a fan of the clay masks as like to feel them harden on my face strange i know,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,c
416,196596,i do not feel impressed upon by this significant other even while acknowledging how anointed he is,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,e,f,f,f,f,a,a,a,a,d
417,367990,im three days post op i feel a little dazed and slightly in pain but i wound up taking a walk around the block twice today this block is nearly half a mile,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,d
418,30747,i croaked out still riding high on the orgasm and feeling dazed and slightly retarded,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,c
419,368336,i feel enthralled and on fire,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,a,c,c,f,f,a,a,a,a,c
420,101961,i stand up and say something like oh i feel some strange energy in the house right now then i look at my watch have we been inside all of this time,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
421,136480,i am sleep deprived and been busy working every day so far for the most part and its super strange i keep on having all these whacko dreams and also every single thing i do feels like i am dazed in a dream itself and something strange is going on such a weird feeling,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,d,f,f,f,f,f,a,a,a,a,f
422,274553,i feel amazed at how straight forward and relatively pain free this process has been,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
423,55711,i absolutely understand those moments and feel amazed she didnt have more of them,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
424,242813,i was feeling rubbish so he surprised me by taking a half day off from work to look after me,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,d,e,d,e,a,a,a,e,f
425,124778,i am feeling especially amazed,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
426,16646,i feel kinda weird hahahahaha,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,f
427,136094,i think the reason i am really looking forward to belgium is that i have no idea what to expect from it and i just get the feeling im going to be very pleasantly surprised,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,c,c,f,c,a,a,f,f
428,276358,i spend with him the more i feel going deeper into the hole but as curious as i am,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,e,f,f,f,f,a,a,a,d,d
429,59328,i feel funny how my heart hopes that i ll pass but to be honest just letting my rational mind work i know a hundred percent that i won t pass,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,a,c,f,f,f,a,a,a,d,d
430,31223,i feel that this may take away from gamers being surprised and makes the game experience a little more lackluster,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,a,f,f,f,d,f,a,a,a,a,f
431,242000,i am absolutely loving these shorts i feel amazing in them,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,c,e,c,a,a,a,e,c
432,336923,i was overwhelmed by the feeling of being impressed i think these kids theyre years younger than me i can call them kids right,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
433,307326,i was feeling and was surprised when i told him i felt fine no fatigue,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
434,184078,i feel amazed awed and humbled,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
435,326709,i am feeling a curious joyous laughter within,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,c,c,f,c,f,f,a,a,c,a,c
436,96752,i had some of my nearest and dearest friends shooting my wedding and i hope to bring that same feeling of warmth and friendship to my clients because it is such an amazing memorable day in their lives and i m so lucky to be a part of it,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,e,e,c,c,c,a,a,a,e,c
437,279572,i love feeling him move around inside me all the time now i love these last few months i get to spend with just my amazing husband and we have really enjoyed our last summer of little responsibility,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,e,e,e,c,c,a,a,a,e,e
438,70315,i feel overwhelmed by options,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,a,a,a,a,a,f
439,201319,i feel the most betrayed by one friend and you would be quite surprised if i actually typed the name i am asked how i felt when i could not conform to what is customary as far as relationships is concerned,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,d,d,b,b,b,a,a,a,d,d
440,202835,im feeling every movement that my boy is making and im amazed with it,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,e,f,f,a,a,a,e,c
441,218203,im in a situation where i am feeling overwhelmed,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,a,a,a,a,a,d
442,227053,i am actually living in what appears to be the adult world and pushing back against it because it feels so strange to me,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,d
443,247151,i look around at our living space and i feel overwhelmed,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,d
444,320373,i realized that when i am feeling overwhelmed that is what i need to let go of,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,a,a,f,a,f,a,a,a,a,d
445,280206,i feel amazing right now,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,c,f,f,f,f,a,a,a,a,c
446,280372,i feel like i am in a strange retooled version of my fair lady my fair foreign exchange student,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
447,139900,i feel like im giving them a story to tell to their friends and family which is funny because growing up i anticipated to be the one to travel and spontaneously meet an erratic person that swoons me with their life stories,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,e,f,f,a,a,a,f,f
448,349246,i can t express very well what im feeling when i saw their faces surprised happy,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,c,c,f,a,a,a,f,f
449,213710,im still feeling very incredibly overwhelmed with the entire situation,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,a,f,f,f,f,a,a,a,a,d
450,44976,i was reading ians book tonight when i came across this poem that just described my feelings so perfectly i was stunned,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,d,f,f,f,f,f,a,a,a,f,d
451,188423,i honestly feel so overwhelmed and happy and just want to hug each and every one of you for being so amazing and supportive and just helping to make each of my days ten times better,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,c,c,e,c,f,a,a,c,e,c
452,17759,i feel like i m running through the sahara which us funny because if that s how i feel now imagine what actually running the sahara feels like,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,f
453,274978,i am left with a feeling of strange,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
454,313443,i am not desperate for a job and don t really feel impressed to go find a job because i have one img src http randythomas,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,c
455,232986,i feel very impressed given that english is not our mother tongue language,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,f
456,7488,i start to remember how desperately i felt when trying to get pregnant after feeling impressed to start having a family and soon finding that its not as easy as you think to just get pregnant,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,d,a,d,f,d,a,a,a,d,d
457,224734,i havent really gotten into the nitty gritty of what ill be doing in uganda mainly because im feeling a little overwhelmed with life in general and am about months behind on my blog,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,a,a,f,f,f,a,a,a,d,d
458,260990,i did feel something strange when a person out but i chose to ignore it and thought that the pd did something wrong in the editing,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,f
459,199170,i like to read a book go for a walk or if the weather s bad outside browse the web if i m feeling curious about something,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,a,c
460,173037,i also wanted to let you know that despite doing this blog post im still feeling a bit weird about blogging,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,a,a,a,a,a,d
461,383575,i would feel weird wearing a dress to just grab groceries amp walk around but here its totally normal since we do a lot of walking i havent worn my heels much but these booties are so comfy amp work surprisingly well this summer dresses,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,c,f,f,f,f,a,a,a,f,c
462,318227,i told the psychiatrist that i hadnt had a day when i felt like i used to feel since november she seemed shocked,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,f,f,f,f,f,a,a,a,f,d
463,46497,i feel shocked about the answer if that guy already married then she will suffer,F,"

If a mental health professional saw the above text, what emotion would they categorize it to be (using the following six basic emotions according to Paul Ekman)?
A: Fear
B: Anger
C: Joy
D: Sadness
E: Love
F: Surprise

Constraint: Answer with only the option above that is most accurate and nothing else.",f,b,a,f,f,f,f,a,a,a,f,f
